Международная классификация болезней – Онкология (3 издание). Морфологические коды,Международная классификация болезней – Онкология (3 издание). Морфологические коды,Международная классификация болезней – Онкология (3 издание). Топографические коды,Международная классификация болезней – Онкология (3 издание). Топографические коды
1.2.643.5.1.13.13.11.1486,1.2.643.5.1.13.13.11.1486,1.2.643.5.1.13.13.11.1487,1.2.643.5.1.13.13.11.1487
ID,CODE,ID,CODE
346,8480/0,401,C77.1
1172,8474/3,401,C77.1
1171,8474/1,401,C77.1
1170,8474/0,401,C77.1
303,8408/0,401,C77.1
324,8450/0,401,C77.1
341,8470/3,401,C77.1
353,8490/6,401,C77.1
355,8500/2,401,C77.1
325,8450/3,401,C77.1
326,8451/1,401,C77.1
327,8452/1,401,C77.1
328,8452/3,401,C77.1
344,8472/1,401,C77.1
329,8453/0,401,C77.1
339,8470/0,401,C77.1
330,8453/2,401,C77.1
331,8453/3,401,C77.1
332,8454/0,401,C77.1
1169,8460/2,401,C77.1
334,8460/3,401,C77.1
335,8461/0,401,C77.1
336,8461/3,401,C77.1
356,8500/3,401,C77.1
201,8260/0,402,C77.2
207,8263/0,402,C77.2
206,8262/3,402,C77.2
205,8261/3,402,C77.2
204,8261/2,402,C77.2
203,8261/0,402,C77.2
202,8260/3,402,C77.2
1155,8260/1,402,C77.2
1154,8257/3,402,C77.2
1153,8256/3,402,C77.2
200,8255/3,402,C77.2
199,8254/3,402,C77.2
208,8263/2,402,C77.2
1152,8253/2,402,C77.2
215,8272/0,402,C77.2
197,8252/3,402,C77.2
196,8251/3,402,C77.2
198,8253/3,402,C77.2
1156,8273/3,402,C77.2
224,8300/3,402,C77.2
223,8300/0,402,C77.2
222,8290/3,402,C77.2
221,8290/0,402,C77.2
220,8281/3,402,C77.2
219,8281/0,402,C77.2
213,8270/3,402,C77.2
217,8280/0,402,C77.2
209,8263/3,402,C77.2
216,8272/3,402,C77.2
190,8247/3,402,C77.2
214,8271/0,402,C77.2
195,8251/0,402,C77.2
212,8270/0,402,C77.2
211,8265/3,402,C77.2
210,8264/0,402,C77.2
218,8280/3,402,C77.2
167,8211/3,402,C77.2
192,8249/3,402,C77.2
174,8220/3,402,C77.2
173,8220/0,402,C77.2
172,8215/3,402,C77.2
171,8214/3,402,C77.2
170,8213/3,402,C77.2
176,8221/3,402,C77.2
168,8212/0,402,C77.2
177,8230/2,402,C77.2
166,8211/0,402,C77.2
165,8210/3,402,C77.2
164,8210/2,402,C77.2
163,8210/0,402,C77.2
162,8204/0,402,C77.2
161,8202/0,402,C77.2
160,8201/3,402,C77.2
169,8213/0,402,C77.2
187,8245/1,402,C77.2
1151,8250/2,402,C77.2
193,8250/1,402,C77.2
1150,8250/0,402,C77.2
225,8310/0,402,C77.2
191,8248/1,402,C77.2
231,8313/3,402,C77.2
175,8221/0,402,C77.2
188,8245/3,402,C77.2
194,8250/3,402,C77.2
186,8244/3,402,C77.2
185,8243/3,402,C77.2
184,8242/3,402,C77.2
182,8241/3,402,C77.2
181,8240/3,402,C77.2
179,8231/3,402,C77.2
178,8230/3,402,C77.2
189,8246/3,402,C77.2
1164,8349/1,402,C77.2
229,8313/0,402,C77.2
271,8372/0,402,C77.2
270,8371/0,402,C77.2
269,8370/3,402,C77.2
268,8370/0,402,C77.2
267,8361/0,402,C77.2
273,8374/0,402,C77.2
265,8350/3,402,C77.2
274,8375/0,402,C77.2
1163,8348/1,402,C77.2
264,8347/3,402,C77.2
263,8346/3,402,C77.2
262,8345/3,402,C77.2
261,8344/3,402,C77.2
260,8343/3,402,C77.2
259,8342/3,402,C77.2
266,8360/1,402,C77.2
281,8382/3,402,C77.2
290,8400/1,402,C77.2
289,8400/0,402,C77.2
288,8392/0,402,C77.2
287,8391/0,402,C77.2
286,8390/3,402,C77.2
285,8390/0,402,C77.2
272,8373/0,402,C77.2
282,8383/3,402,C77.2
1162,8339/3,402,C77.2
280,8381/3,402,C77.2
279,8381/1,402,C77.2
278,8381/0,402,C77.2
277,8380/3,402,C77.2
1165,8380/2,402,C77.2
276,8380/1,402,C77.2
275,8380/0,402,C77.2
283,8384/3,402,C77.2
233,8315/3,402,C77.2
240,8322/0,402,C77.2
239,8321/0,402,C77.2
238,8320/3,402,C77.2
237,8319/3,402,C77.2
236,8318/3,402,C77.2
235,8317/3,402,C77.2
258,8341/3,402,C77.2
1158,8316/1,402,C77.2
1159,8323/1,402,C77.2
232,8314/3,402,C77.2
152,8175/3,402,C77.2
230,8313/1,402,C77.2
159,8201/2,402,C77.2
228,8312/3,402,C77.2
1157,8311/3,402,C77.2
227,8311/1,402,C77.2
234,8316/3,402,C77.2
249,8331/3,402,C77.2
226,8310/3,402,C77.2
256,8337/3,402,C77.2
1161,8336/1,402,C77.2
254,8335/3,402,C77.2
1160,8335/1,402,C77.2
253,8334/0,402,C77.2
252,8333/3,402,C77.2
241,8322/3,402,C77.2
250,8332/3,402,C77.2
242,8323/0,402,C77.2
248,8330/3,402,C77.2
247,8330/1,402,C77.2
246,8330/0,402,C77.2
245,8325/0,402,C77.2
244,8324/0,402,C77.2
243,8323/3,402,C77.2
257,8340/3,402,C77.2
251,8333/0,402,C77.2
56,8070/3,402,C77.2
51,8052/2,402,C77.2
61,8074/3,402,C77.2
60,8073/3,402,C77.2
59,8072/3,402,C77.2
1141,8072/0,402,C77.2
58,8071/3,402,C77.2
63,8076/2,402,C77.2
57,8070/6,402,C77.2
64,8076/3,402,C77.2
55,8070/2,402,C77.2
1139,8070/0,402,C77.2
54,8060/0,402,C77.2
1138,8054/3,402,C77.2
1137,8054/0,402,C77.2
53,8053/0,402,C77.2
154,8190/0,402,C77.2
1140,8071/2,402,C77.2
1142,8084/0,402,C77.2
78,8093/3,402,C77.2
77,8092/3,402,C77.2
76,8091/3,402,C77.2
75,8090/3,402,C77.2
74,8090/1,402,C77.2
1144,8086/3,402,C77.2
62,8075/3,402,C77.2
72,8084/3,402,C77.2
50,8052/0,402,C77.2
71,8083/3,402,C77.2
70,8082/3,402,C77.2
69,8081/2,402,C77.2
68,8080/2,402,C77.2
67,8078/3,402,C77.2
66,8077/2,402,C77.2
65,8077/0,402,C77.2
1143,8085/3,402,C77.2
23,8012/3,402,C77.2
52,8052/3,402,C77.2
1136,8023/3,402,C77.2
29,8022/3,402,C77.2
28,8021/3,402,C77.2
27,8020/3,402,C77.2
26,8015/3,402,C77.2
31,8031/3,402,C77.2
24,8013/3,402,C77.2
32,8032/3,402,C77.2
22,8011/3,402,C77.2
21,8011/0,402,C77.2
20,8010/9,402,C77.2
19,8010/6,402,C77.2
18,8010/3,402,C77.2
17,8010/2,402,C77.2
16,8010/0,402,C77.2
25,8014/3,402,C77.2
40,8043/3,402,C77.2
49,8051/3,402,C77.2
48,8051/0,402,C77.2
47,8050/3,402,C77.2
46,8050/2,402,C77.2
45,8050/0,402,C77.2
43,8046/3,402,C77.2
30,8030/3,402,C77.2
41,8044/3,402,C77.2
81,8096/0,402,C77.2
39,8042/3,402,C77.2
38,8041/3,402,C77.2
37,8040/1,402,C77.2
36,8040/0,402,C77.2
35,8035/3,402,C77.2
34,8034/3,402,C77.2
33,8033/3,402,C77.2
42,8045/3,402,C77.2
125,8150/3,402,C77.2
79,8094/3,402,C77.2
1149,8158/3,402,C77.2
136,8156/3,402,C77.2
134,8155/3,402,C77.2
132,8154/3,402,C77.2
131,8153/3,402,C77.2
139,8160/3,402,C77.2
127,8151/3,402,C77.2
140,8161/0,402,C77.2
123,8150/0,402,C77.2
122,8149/0,402,C77.2
121,8148/2,402,C77.2
120,8148/0,402,C77.2
119,8147/3,402,C77.2
118,8147/0,402,C77.2
117,8146/0,402,C77.2
129,8152/3,402,C77.2
148,8171/3,402,C77.2
157,8200/0,402,C77.2
156,8191/0,402,C77.2
155,8190/3,402,C77.2
153,8180/3,402,C77.2
293,8401/3,402,C77.2
151,8174/3,402,C77.2
138,8160/0,402,C77.2
149,8172/3,402,C77.2
1148,8144/0,402,C77.2
147,8170/3,402,C77.2
146,8170/0,402,C77.2
145,8163/3,402,C77.2
144,8163/2,402,C77.2
143,8163/0,402,C77.2
142,8162/3,402,C77.2
141,8161/3,402,C77.2
150,8173/3,402,C77.2
87,8102/3,402,C77.2
95,8120/3,402,C77.2
94,8120/2,402,C77.2
92,8120/0,402,C77.2
90,8110/3,402,C77.2
89,8110/0,402,C77.2
1147,8104/0,402,C77.2
116,8145/3,402,C77.2
88,8103/0,402,C77.2
98,8121/3,402,C77.2
86,8102/0,402,C77.2
85,8101/0,402,C77.2
1145,8100/3,402,C77.2
84,8100/0,402,C77.2
83,8098/3,402,C77.2
82,8097/3,402,C77.2
158,8200/3,402,C77.2
1146,8103/1,402,C77.2
105,8131/3,402,C77.2
80,8095/3,402,C77.2
114,8143/3,402,C77.2
113,8142/3,402,C77.2
112,8141/3,402,C77.2
111,8140/6,402,C77.2
110,8140/3,402,C77.2
109,8140/2,402,C77.2
96,8121/0,402,C77.2
107,8140/0,402,C77.2
97,8121/1,402,C77.2
104,8130/3,402,C77.2
103,8130/2,402,C77.2
102,8130/1,402,C77.2
101,8124/3,402,C77.2
100,8123/3,402,C77.2
99,8122/3,402,C77.2
115,8144/3,402,C77.2
108,8140/1,402,C77.2
1175,8509/3,402,C77.2
358,8501/3,402,C77.2
382,8530/3,402,C77.2
381,8525/3,402,C77.2
380,8524/3,402,C77.2
379,8523/3,402,C77.2
378,8522/3,402,C77.2
377,8522/2,402,C77.2
376,8521/3,402,C77.2
375,8520/3,402,C77.2
374,8520/2,402,C77.2
1176,8519/2,402,C77.2
373,8514/3,402,C77.2
372,8513/3,402,C77.2
384,8541/3,402,C77.2
366,8505/0,402,C77.2
359,8502/3,402,C77.2
360,8503/0,402,C77.2
361,8503/2,402,C77.2
362,8503/3,402,C77.2
363,8504/0,402,C77.2
371,8512/3,402,C77.2
365,8504/3,402,C77.2
370,8510/3,402,C77.2
367,8506/0,402,C77.2
368,8507/2,402,C77.2
1173,8507/3,402,C77.2
369,8508/3,402,C77.2
1174,8509/2,402,C77.2
385,8542/3,402,C77.2
364,8504/2,402,C77.2
403,8575/3,402,C77.2
291,8400/3,402,C77.2
292,8401/0,402,C77.2
422,8589/3,402,C77.2
421,8588/3,402,C77.2
420,8587/0,402,C77.2
419,8586/3,402,C77.2
418,8585/3,402,C77.2
416,8584/3,402,C77.2
414,8583/3,402,C77.2
412,8582/3,402,C77.2
410,8581/3,402,C77.2
408,8580/3,402,C77.2
407,8580/1,402,C77.2
383,8540/3,402,C77.2
397,8562/3,402,C77.2
386,8543/3,402,C77.2
388,8550/0,402,C77.2
389,8550/1,402,C77.2
391,8551/3,402,C77.2
394,8560/0,402,C77.2
406,8580/0,402,C77.2
396,8561/0,402,C77.2
404,8576/3,402,C77.2
398,8570/3,402,C77.2
399,8571/3,402,C77.2
400,8572/3,402,C77.2
401,8573/3,402,C77.2
402,8574/3,402,C77.2
390,8550/3,402,C77.2
395,8560/3,402,C77.2
1167,8409/2,402,C77.2
321,8442/1,402,C77.2
320,8441/3,402,C77.2
1168,8441/2,402,C77.2
319,8441/0,402,C77.2
318,8440/3,402,C77.2
317,8440/0,402,C77.2
315,8430/3,402,C77.2
314,8430/1,402,C77.2
312,8420/3,402,C77.2
311,8420/0,402,C77.2
310,8413/3,402,C77.2
309,8410/3,402,C77.2
322,8443/0,402,C77.2
307,8409/3,402,C77.2
306,8409/0,402,C77.2
305,8408/3,402,C77.2
302,8407/3,402,C77.2
301,8407/0,402,C77.2
1166,8406/3,402,C77.2
300,8406/0,402,C77.2
299,8405/0,402,C77.2
298,8404/0,402,C77.2
297,8403/3,402,C77.2
296,8403/0,402,C77.2
295,8402/3,402,C77.2
357,8501/2,402,C77.2
392,8552/3,402,C77.2
294,8402/0,402,C77.2
308,8410/0,402,C77.2
340,8470/2,402,C77.2
352,8490/3,402,C77.2
351,8482/3,402,C77.2
350,8481/3,402,C77.2
349,8480/6,402,C77.2
348,8480/3,402,C77.2
347,8480/1,402,C77.2
346,8480/0,402,C77.2
1172,8474/3,402,C77.2
1171,8474/1,402,C77.2
1170,8474/0,402,C77.2
303,8408/0,402,C77.2
324,8450/0,402,C77.2
341,8470/3,402,C77.2
353,8490/6,402,C77.2
355,8500/2,402,C77.2
325,8450/3,402,C77.2
326,8451/1,402,C77.2
327,8452/1,402,C77.2
328,8452/3,402,C77.2
344,8472/1,402,C77.2
329,8453/0,402,C77.2
339,8470/0,402,C77.2
330,8453/2,402,C77.2
331,8453/3,402,C77.2
332,8454/0,402,C77.2
1169,8460/2,402,C77.2
334,8460/3,402,C77.2
335,8461/0,402,C77.2
336,8461/3,402,C77.2
356,8500/3,402,C77.2
201,8260/0,403,C77.3
207,8263/0,403,C77.3
206,8262/3,403,C77.3
205,8261/3,403,C77.3
204,8261/2,403,C77.3
203,8261/0,403,C77.3
202,8260/3,403,C77.3
1155,8260/1,403,C77.3
1154,8257/3,403,C77.3
1153,8256/3,403,C77.3
200,8255/3,403,C77.3
199,8254/3,403,C77.3
208,8263/2,403,C77.3
1152,8253/2,403,C77.3
215,8272/0,403,C77.3
197,8252/3,403,C77.3
196,8251/3,403,C77.3
198,8253/3,403,C77.3
1156,8273/3,403,C77.3
224,8300/3,403,C77.3
223,8300/0,403,C77.3
222,8290/3,403,C77.3
221,8290/0,403,C77.3
220,8281/3,403,C77.3
219,8281/0,403,C77.3
213,8270/3,403,C77.3
217,8280/0,403,C77.3
209,8263/3,403,C77.3
216,8272/3,403,C77.3
190,8247/3,403,C77.3
214,8271/0,403,C77.3
195,8251/0,403,C77.3
212,8270/0,403,C77.3
211,8265/3,403,C77.3
210,8264/0,403,C77.3
218,8280/3,403,C77.3
167,8211/3,403,C77.3
192,8249/3,403,C77.3
174,8220/3,403,C77.3
173,8220/0,403,C77.3
172,8215/3,403,C77.3
171,8214/3,403,C77.3
170,8213/3,403,C77.3
176,8221/3,403,C77.3
168,8212/0,403,C77.3
177,8230/2,403,C77.3
166,8211/0,403,C77.3
165,8210/3,403,C77.3
164,8210/2,403,C77.3
163,8210/0,403,C77.3
162,8204/0,403,C77.3
161,8202/0,403,C77.3
160,8201/3,403,C77.3
169,8213/0,403,C77.3
187,8245/1,403,C77.3
1151,8250/2,403,C77.3
193,8250/1,403,C77.3
1150,8250/0,403,C77.3
225,8310/0,403,C77.3
191,8248/1,403,C77.3
231,8313/3,403,C77.3
175,8221/0,403,C77.3
188,8245/3,403,C77.3
194,8250/3,403,C77.3
186,8244/3,403,C77.3
185,8243/3,403,C77.3
184,8242/3,403,C77.3
182,8241/3,403,C77.3
181,8240/3,403,C77.3
179,8231/3,403,C77.3
178,8230/3,403,C77.3
189,8246/3,403,C77.3
1164,8349/1,403,C77.3
229,8313/0,403,C77.3
271,8372/0,403,C77.3
270,8371/0,403,C77.3
269,8370/3,403,C77.3
268,8370/0,403,C77.3
267,8361/0,403,C77.3
273,8374/0,403,C77.3
265,8350/3,403,C77.3
274,8375/0,403,C77.3
1163,8348/1,403,C77.3
264,8347/3,403,C77.3
263,8346/3,403,C77.3
262,8345/3,403,C77.3
261,8344/3,403,C77.3
260,8343/3,403,C77.3
259,8342/3,403,C77.3
266,8360/1,403,C77.3
281,8382/3,403,C77.3
290,8400/1,403,C77.3
289,8400/0,403,C77.3
288,8392/0,403,C77.3
287,8391/0,403,C77.3
286,8390/3,403,C77.3
285,8390/0,403,C77.3
272,8373/0,403,C77.3
282,8383/3,403,C77.3
1162,8339/3,403,C77.3
280,8381/3,403,C77.3
279,8381/1,403,C77.3
278,8381/0,403,C77.3
277,8380/3,403,C77.3
1165,8380/2,403,C77.3
276,8380/1,403,C77.3
275,8380/0,403,C77.3
283,8384/3,403,C77.3
233,8315/3,403,C77.3
240,8322/0,403,C77.3
239,8321/0,403,C77.3
238,8320/3,403,C77.3
237,8319/3,403,C77.3
236,8318/3,403,C77.3
235,8317/3,403,C77.3
258,8341/3,403,C77.3
1158,8316/1,403,C77.3
1159,8323/1,403,C77.3
232,8314/3,403,C77.3
152,8175/3,403,C77.3
230,8313/1,403,C77.3
159,8201/2,403,C77.3
228,8312/3,403,C77.3
1157,8311/3,403,C77.3
227,8311/1,403,C77.3
234,8316/3,403,C77.3
249,8331/3,403,C77.3
226,8310/3,403,C77.3
256,8337/3,403,C77.3
1161,8336/1,403,C77.3
254,8335/3,403,C77.3
1160,8335/1,403,C77.3
253,8334/0,403,C77.3
252,8333/3,403,C77.3
241,8322/3,403,C77.3
250,8332/3,403,C77.3
242,8323/0,403,C77.3
248,8330/3,403,C77.3
247,8330/1,403,C77.3
246,8330/0,403,C77.3
245,8325/0,403,C77.3
244,8324/0,403,C77.3
243,8323/3,403,C77.3
257,8340/3,403,C77.3
251,8333/0,403,C77.3
56,8070/3,403,C77.3
51,8052/2,403,C77.3
61,8074/3,403,C77.3
60,8073/3,403,C77.3
59,8072/3,403,C77.3
1141,8072/0,403,C77.3
58,8071/3,403,C77.3
63,8076/2,403,C77.3
57,8070/6,403,C77.3
64,8076/3,403,C77.3
55,8070/2,403,C77.3
1139,8070/0,403,C77.3
54,8060/0,403,C77.3
1138,8054/3,403,C77.3
1137,8054/0,403,C77.3
53,8053/0,403,C77.3
154,8190/0,403,C77.3
1140,8071/2,403,C77.3
1142,8084/0,403,C77.3
78,8093/3,403,C77.3
77,8092/3,403,C77.3
76,8091/3,403,C77.3
75,8090/3,403,C77.3
74,8090/1,403,C77.3
1144,8086/3,403,C77.3
62,8075/3,403,C77.3
72,8084/3,403,C77.3
50,8052/0,403,C77.3
71,8083/3,403,C77.3
70,8082/3,403,C77.3
69,8081/2,403,C77.3
68,8080/2,403,C77.3
67,8078/3,403,C77.3
66,8077/2,403,C77.3
65,8077/0,403,C77.3
1143,8085/3,403,C77.3
23,8012/3,403,C77.3
52,8052/3,403,C77.3
1136,8023/3,403,C77.3
29,8022/3,403,C77.3
28,8021/3,403,C77.3
27,8020/3,403,C77.3
26,8015/3,403,C77.3
31,8031/3,403,C77.3
24,8013/3,403,C77.3
32,8032/3,403,C77.3
22,8011/3,403,C77.3
21,8011/0,403,C77.3
20,8010/9,403,C77.3
19,8010/6,403,C77.3
18,8010/3,403,C77.3
17,8010/2,403,C77.3
16,8010/0,403,C77.3
25,8014/3,403,C77.3
40,8043/3,403,C77.3
49,8051/3,403,C77.3
48,8051/0,403,C77.3
47,8050/3,403,C77.3
46,8050/2,403,C77.3
45,8050/0,403,C77.3
43,8046/3,403,C77.3
30,8030/3,403,C77.3
41,8044/3,403,C77.3
81,8096/0,403,C77.3
39,8042/3,403,C77.3
38,8041/3,403,C77.3
37,8040/1,403,C77.3
36,8040/0,403,C77.3
35,8035/3,403,C77.3
34,8034/3,403,C77.3
33,8033/3,403,C77.3
42,8045/3,403,C77.3
125,8150/3,403,C77.3
79,8094/3,403,C77.3
1149,8158/3,403,C77.3
136,8156/3,403,C77.3
134,8155/3,403,C77.3
132,8154/3,403,C77.3
131,8153/3,403,C77.3
139,8160/3,403,C77.3
127,8151/3,403,C77.3
140,8161/0,403,C77.3
123,8150/0,403,C77.3
122,8149/0,403,C77.3
121,8148/2,403,C77.3
120,8148/0,403,C77.3
119,8147/3,403,C77.3
118,8147/0,403,C77.3
117,8146/0,403,C77.3
129,8152/3,403,C77.3
148,8171/3,403,C77.3
157,8200/0,403,C77.3
156,8191/0,403,C77.3
155,8190/3,403,C77.3
153,8180/3,403,C77.3
293,8401/3,403,C77.3
151,8174/3,403,C77.3
138,8160/0,403,C77.3
149,8172/3,403,C77.3
1148,8144/0,403,C77.3
147,8170/3,403,C77.3
146,8170/0,403,C77.3
145,8163/3,403,C77.3
144,8163/2,403,C77.3
143,8163/0,403,C77.3
142,8162/3,403,C77.3
141,8161/3,403,C77.3
150,8173/3,403,C77.3
87,8102/3,403,C77.3
95,8120/3,403,C77.3
94,8120/2,403,C77.3
92,8120/0,403,C77.3
90,8110/3,403,C77.3
89,8110/0,403,C77.3
1147,8104/0,403,C77.3
116,8145/3,403,C77.3
88,8103/0,403,C77.3
98,8121/3,403,C77.3
86,8102/0,403,C77.3
85,8101/0,403,C77.3
1145,8100/3,403,C77.3
84,8100/0,403,C77.3
83,8098/3,403,C77.3
82,8097/3,403,C77.3
158,8200/3,403,C77.3
1146,8103/1,403,C77.3
105,8131/3,403,C77.3
80,8095/3,403,C77.3
114,8143/3,403,C77.3
113,8142/3,403,C77.3
112,8141/3,403,C77.3
111,8140/6,403,C77.3
110,8140/3,403,C77.3
109,8140/2,403,C77.3
96,8121/0,403,C77.3
107,8140/0,403,C77.3
97,8121/1,403,C77.3
104,8130/3,403,C77.3
103,8130/2,403,C77.3
102,8130/1,403,C77.3
101,8124/3,403,C77.3
100,8123/3,403,C77.3
99,8122/3,403,C77.3
115,8144/3,403,C77.3
108,8140/1,403,C77.3
1175,8509/3,403,C77.3
358,8501/3,403,C77.3
382,8530/3,403,C77.3
381,8525/3,403,C77.3
380,8524/3,403,C77.3
379,8523/3,403,C77.3
378,8522/3,403,C77.3
377,8522/2,403,C77.3
376,8521/3,403,C77.3
375,8520/3,403,C77.3
374,8520/2,403,C77.3
1176,8519/2,403,C77.3
373,8514/3,403,C77.3
372,8513/3,403,C77.3
384,8541/3,403,C77.3
366,8505/0,403,C77.3
359,8502/3,403,C77.3
360,8503/0,403,C77.3
361,8503/2,403,C77.3
362,8503/3,403,C77.3
363,8504/0,403,C77.3
371,8512/3,403,C77.3
365,8504/3,403,C77.3
370,8510/3,403,C77.3
367,8506/0,403,C77.3
368,8507/2,403,C77.3
1173,8507/3,403,C77.3
369,8508/3,403,C77.3
1174,8509/2,403,C77.3
385,8542/3,403,C77.3
364,8504/2,403,C77.3
403,8575/3,403,C77.3
291,8400/3,403,C77.3
292,8401/0,403,C77.3
422,8589/3,403,C77.3
421,8588/3,403,C77.3
420,8587/0,403,C77.3
419,8586/3,403,C77.3
418,8585/3,403,C77.3
416,8584/3,403,C77.3
414,8583/3,403,C77.3
412,8582/3,403,C77.3
410,8581/3,403,C77.3
408,8580/3,403,C77.3
407,8580/1,403,C77.3
383,8540/3,403,C77.3
397,8562/3,403,C77.3
386,8543/3,403,C77.3
388,8550/0,403,C77.3
389,8550/1,403,C77.3
391,8551/3,403,C77.3
394,8560/0,403,C77.3
406,8580/0,403,C77.3
396,8561/0,403,C77.3
404,8576/3,403,C77.3
398,8570/3,403,C77.3
399,8571/3,403,C77.3
400,8572/3,403,C77.3
401,8573/3,403,C77.3
402,8574/3,403,C77.3
390,8550/3,403,C77.3
395,8560/3,403,C77.3
1167,8409/2,403,C77.3
321,8442/1,403,C77.3
320,8441/3,403,C77.3
1168,8441/2,403,C77.3
319,8441/0,403,C77.3
318,8440/3,403,C77.3
317,8440/0,403,C77.3
315,8430/3,403,C77.3
314,8430/1,403,C77.3
312,8420/3,403,C77.3
311,8420/0,403,C77.3
310,8413/3,403,C77.3
309,8410/3,403,C77.3
322,8443/0,403,C77.3
307,8409/3,403,C77.3
306,8409/0,403,C77.3
305,8408/3,403,C77.3
302,8407/3,403,C77.3
301,8407/0,403,C77.3
1166,8406/3,403,C77.3
300,8406/0,403,C77.3
299,8405/0,403,C77.3
298,8404/0,403,C77.3
297,8403/3,403,C77.3
296,8403/0,403,C77.3
295,8402/3,403,C77.3
357,8501/2,403,C77.3
392,8552/3,403,C77.3
294,8402/0,403,C77.3
308,8410/0,403,C77.3
340,8470/2,403,C77.3
352,8490/3,403,C77.3
351,8482/3,403,C77.3
350,8481/3,403,C77.3
349,8480/6,403,C77.3
348,8480/3,403,C77.3
347,8480/1,403,C77.3
346,8480/0,403,C77.3
1172,8474/3,403,C77.3
1171,8474/1,403,C77.3
1170,8474/0,403,C77.3
303,8408/0,403,C77.3
324,8450/0,403,C77.3
341,8470/3,403,C77.3
353,8490/6,403,C77.3
355,8500/2,403,C77.3
325,8450/3,403,C77.3
326,8451/1,403,C77.3
327,8452/1,403,C77.3
328,8452/3,403,C77.3
344,8472/1,403,C77.3
329,8453/0,403,C77.3
339,8470/0,403,C77.3
330,8453/2,403,C77.3
331,8453/3,403,C77.3
332,8454/0,403,C77.3
1169,8460/2,403,C77.3
334,8460/3,403,C77.3
335,8461/0,403,C77.3
336,8461/3,403,C77.3
356,8500/3,403,C77.3
201,8260/0,404,C77.4
207,8263/0,404,C77.4
206,8262/3,404,C77.4
205,8261/3,404,C77.4
204,8261/2,404,C77.4
203,8261/0,404,C77.4
202,8260/3,404,C77.4
1155,8260/1,404,C77.4
1154,8257/3,404,C77.4
1153,8256/3,404,C77.4
200,8255/3,404,C77.4
199,8254/3,404,C77.4
208,8263/2,404,C77.4
1152,8253/2,404,C77.4
215,8272/0,404,C77.4
197,8252/3,404,C77.4
196,8251/3,404,C77.4
198,8253/3,404,C77.4
1156,8273/3,404,C77.4
224,8300/3,404,C77.4
223,8300/0,404,C77.4
222,8290/3,404,C77.4
221,8290/0,404,C77.4
220,8281/3,404,C77.4
219,8281/0,404,C77.4
213,8270/3,404,C77.4
217,8280/0,404,C77.4
209,8263/3,404,C77.4
216,8272/3,404,C77.4
190,8247/3,404,C77.4
214,8271/0,404,C77.4
195,8251/0,404,C77.4
212,8270/0,404,C77.4
211,8265/3,404,C77.4
210,8264/0,404,C77.4
218,8280/3,404,C77.4
167,8211/3,404,C77.4
192,8249/3,404,C77.4
174,8220/3,404,C77.4
173,8220/0,404,C77.4
172,8215/3,404,C77.4
171,8214/3,404,C77.4
170,8213/3,404,C77.4
176,8221/3,404,C77.4
168,8212/0,404,C77.4
177,8230/2,404,C77.4
166,8211/0,404,C77.4
165,8210/3,404,C77.4
164,8210/2,404,C77.4
163,8210/0,404,C77.4
162,8204/0,404,C77.4
161,8202/0,404,C77.4
160,8201/3,404,C77.4
169,8213/0,404,C77.4
187,8245/1,404,C77.4
1151,8250/2,404,C77.4
193,8250/1,404,C77.4
1150,8250/0,404,C77.4
225,8310/0,404,C77.4
191,8248/1,404,C77.4
231,8313/3,404,C77.4
175,8221/0,404,C77.4
188,8245/3,404,C77.4
194,8250/3,404,C77.4
186,8244/3,404,C77.4
185,8243/3,404,C77.4
184,8242/3,404,C77.4
182,8241/3,404,C77.4
181,8240/3,404,C77.4
179,8231/3,404,C77.4
178,8230/3,404,C77.4
189,8246/3,404,C77.4
1164,8349/1,404,C77.4
229,8313/0,404,C77.4
271,8372/0,404,C77.4
270,8371/0,404,C77.4
269,8370/3,404,C77.4
268,8370/0,404,C77.4
267,8361/0,404,C77.4
273,8374/0,404,C77.4
265,8350/3,404,C77.4
274,8375/0,404,C77.4
1163,8348/1,404,C77.4
264,8347/3,404,C77.4
263,8346/3,404,C77.4
262,8345/3,404,C77.4
261,8344/3,404,C77.4
260,8343/3,404,C77.4
259,8342/3,404,C77.4
266,8360/1,404,C77.4
281,8382/3,404,C77.4
290,8400/1,404,C77.4
289,8400/0,404,C77.4
288,8392/0,404,C77.4
287,8391/0,404,C77.4
286,8390/3,404,C77.4
285,8390/0,404,C77.4
272,8373/0,404,C77.4
282,8383/3,404,C77.4
1162,8339/3,404,C77.4
280,8381/3,404,C77.4
279,8381/1,404,C77.4
278,8381/0,404,C77.4
277,8380/3,404,C77.4
1165,8380/2,404,C77.4
276,8380/1,404,C77.4
275,8380/0,404,C77.4
283,8384/3,404,C77.4
233,8315/3,404,C77.4
240,8322/0,404,C77.4
239,8321/0,404,C77.4
238,8320/3,404,C77.4
237,8319/3,404,C77.4
236,8318/3,404,C77.4
235,8317/3,404,C77.4
258,8341/3,404,C77.4
1158,8316/1,404,C77.4
1159,8323/1,404,C77.4
232,8314/3,404,C77.4
152,8175/3,404,C77.4
230,8313/1,404,C77.4
159,8201/2,404,C77.4
228,8312/3,404,C77.4
1157,8311/3,404,C77.4
227,8311/1,404,C77.4
234,8316/3,404,C77.4
249,8331/3,404,C77.4
226,8310/3,404,C77.4
